section_id,fdd_id,identified_item_number,identified_header_text,start_page,end_page
466,482,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
467,482,2,ITEM 2. Business Experience,6,7
468,482,3,ITEM 3. Litigation,7,7
469,482,4,ITEM 4. Bankruptcy,7,7
470,482,5,ITEM 5. Initial Franchise Fee,7,8
471,482,6,ITEM 6. Other Fees,8,11
472,482,7,ITEM 7. Initial Investment,12,15
473,482,8,ITEM 8. Restrictions On Sources Of Products And Services,16,18
474,482,9,ITEM 9. Franchisee's Obligations,18,20
475,482,10,ITEM 10. Financing,20,20
476,482,11,ITEM 11. Franchisor's Obligations,20,28
477,482,12,ITEM 12. Territory,29,30
478,482,13,ITEM 13. Trademarks,30,31
479,482,14,"ITEM 14. Patents, Copyrights and Proprietary Information",31,33
480,482,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,33
481,482,16,ITEM 16. Restrictions On What The Franchisee May Sell,33,34
482,482,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",34,38
483,482,18,ITEM 18. Public Figures,38,38
484,482,19,ITEM 19. Financial Performance Representations,38,39
485,482,20,ITEM 20. List Of Outlets,39,41
486,482,21,ITEM 21. Financial Statements,41,41
487,482,22,ITEM 22. Contracts,41,41
488,482,23,ITEM 23. Receipt,42,42
489,310,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,12
490,310,2,ITEM 2. Business Experience,14,15
491,310,3,ITEM 3. Litigation,15,15
492,310,4,ITEM 4. Bankruptcy,16,16
493,310,5,ITEM 5. Initial Franchise Fee,16,17
494,310,6,ITEM 6. Other Fees,18,21
495,310,7,ITEM 7. Initial Investment,22,29
496,310,8,ITEM 8. Restrictions On Sources Of Products And Services,30,33
497,310,9,ITEM 9. Franchisee's Obligations,34,35
498,310,10,ITEM 10. Financing,35,35
499,310,11,ITEM 11. Franchisor's Obligations,35,44
500,310,12,ITEM 12. Territory,44,46
501,310,13,ITEM 13. Trademarks,46,49
502,310,14,"ITEM 14. Patents, Copyrights and Proprietary Information",49,50
503,310,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,50,51
504,310,16,ITEM 16. Restrictions On What The Franchisee May Sell,51,51
505,310,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",52,56
506,310,18,ITEM 18. Public Figures,56,56
507,310,19,ITEM 19. Financial Performance Representations,56,61
508,310,20,ITEM 20. List Of Outlets,62,68
509,310,21,ITEM 21. Financial Statements,62,68
510,310,22,ITEM 22. Contracts,62,68
511,310,23,ITEM 23. Receipt,62,68
512,1348,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",1,3
513,1348,2,ITEM 2. Business Experience,3,3
514,1348,3,ITEM 3. Litigation,3,4
515,1348,4,ITEM 4. Bankruptcy,4,4
516,1348,5,ITEM 5. Initial Franchise Fee,4,4
517,1348,6,ITEM 6. Other Fees,4,11
518,1348,7,ITEM 7. Initial Investment,11,14
519,1348,8,ITEM 8. Restrictions On Sources Of Products And Services,14,17
520,1348,9,ITEM 9. Franchisee's Obligations,17,18
521,1348,10,ITEM 10. Financing,18,19
522,1348,11,ITEM 11. Franchisor's Obligations,19,28
523,1348,12,ITEM 12. Territory,28,30
524,1348,13,ITEM 13. Trademarks,30,31
525,1348,14,"ITEM 14. Patents, Copyrights and Proprietary Information",31,33
526,1348,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,33,33
527,1348,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,35
528,1348,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",35,39
529,1348,18,ITEM 18. Public Figures,39,39
530,1348,19,ITEM 19. Financial Performance Representations,39,40
531,1348,20,ITEM 20. List Of Outlets,40,42
532,1348,21,ITEM 21. Financial Statements,42,43
533,1348,22,ITEM 22. Contracts,43,43
534,1348,23,ITEM 23. Receipt,43,51
535,952,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",5,6
536,952,2,ITEM 2. Business Experience,10,10
537,952,3,ITEM 3. Litigation,11,15
538,952,4,ITEM 4. Bankruptcy,16,16
539,952,5,ITEM 5. Initial Franchise Fee,16,17
540,952,6,ITEM 6. Other Fees,18,19
541,952,7,ITEM 7. Initial Investment,20,21
542,952,8,ITEM 8. Restrictions On Sources Of Products And Services,22,23
543,952,9,ITEM 9. Franchisee's Obligations,24,24
544,952,10,ITEM 10. Financing,25,26
545,952,11,ITEM 11. Franchisor's Obligations,26,30
546,952,12,ITEM 12. Territory,31,32
547,952,13,ITEM 13. Trademarks,33,36
548,952,14,"ITEM 14. Patents, Copyrights and Proprietary Information",36,37
549,952,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,37,38
550,952,16,ITEM 16. Restrictions On What The Franchisee May Sell,38,39
551,952,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",40,43
552,952,18,ITEM 18. Public Figures,43,43
553,952,19,ITEM 19. Financial Performance Representations,43,44
554,952,20,ITEM 20. List Of Outlets,44,46
555,952,21,ITEM 21. Financial Statements,46,46
556,952,22,ITEM 22. Contracts,46,47
557,952,23,ITEM 23. Receipt,47,47
558,322,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
559,322,2,ITEM 2. Business Experience,9,10
560,322,3,ITEM 3. Litigation,10,10
561,322,4,ITEM 4. Bankruptcy,10,10
562,322,5,ITEM 5. Initial Franchise Fee,10,11
563,322,6,ITEM 6. Other Fees,11,16
564,322,7,ITEM 7. Initial Investment,18,20
565,322,8,ITEM 8. Restrictions On Sources Of Products And Services,20,23
566,322,9,ITEM 9. Franchisee's Obligations,23,25
567,322,10,ITEM 10. Financing,25,25
568,322,11,ITEM 11. Franchisor's Obligations,25,31
569,322,12,ITEM 12. Territory,34,37
570,322,13,ITEM 13. Trademarks,38,40
571,322,14,"ITEM 14. Patents, Copyrights and Proprietary Information",40,41
572,322,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,41,42
573,322,16,ITEM 16. Restrictions On What The Franchisee May Sell,42,42
574,322,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution THE FRANCHISE RELATIONSHIP",42,51
575,322,18,ITEM 18. Public Figures,51,51
576,322,19,ITEM 19. Financial Performance Representations,51,57
577,322,20,ITEM 20. Outlets And Franchisee Information,57,61
578,322,21,ITEM 21. Financial Statements,61,61
579,322,22,ITEM 22. Contracts,61,62
580,322,23,ITEM 23. Receipt,62,62
581,838,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",6,7
582,838,2,ITEM 2. Business Experience,9,10
583,838,3,ITEM 3. Litigation,10,10
584,838,4,ITEM 4. Bankruptcy,10,10
585,838,5,ITEM 5. Initial Franchise Fee,11,12
586,838,6,ITEM 6. Other Fees,12,17
587,838,7,ITEM 7. Initial Investment,18,21
588,838,8,ITEM 8. Restrictions On Sources Of Products And Services,21,24
589,838,9,ITEM 9. Franchisee's Obligations,25,26
590,838,10,ITEM 10. Financing,27,27
591,838,11,ITEM 11. Franchisor's Obligations,27,34
592,838,12,ITEM 12. Territory,35,37
593,838,13,ITEM 13. Trademarks,38,40
594,838,14,"ITEM 14. Patents, Copyrights and Proprietary Information",40,40
595,838,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,41,41
596,838,16,ITEM 16. Restrictions On What The Franchisee May Sell,42,42
597,838,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",43,47
598,838,18,ITEM 18. Public Figures,47,47
599,838,19,ITEM 19. Financial Performance Representations,48,48
600,838,20,ITEM 20. List Of Outlets,49,52
601,838,21,ITEM 21. Financial Statements,53,53
602,838,22,ITEM 22. Contracts,53,53
603,838,23,ITEM 23. Receipt,53,53
604,1160,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
605,1160,2,ITEM 2. Business Experience,9,9
606,1160,3,ITEM 3. Litigation,9,9
607,1160,4,ITEM 4. Bankruptcy,10,10
608,1160,5,ITEM 5. Initial Franchise Fee,10,10
609,1160,6,ITEM 6. Other Fees,10,13
610,1160,7,ITEM 7. Initial Investment,14,16
611,1160,8,ITEM 8. Restrictions On Sources Of Products And Services,17,19
612,1160,9,ITEM 9. Franchisee's Obligations,20,20
613,1160,10,ITEM 10. Financing,20,20
614,1160,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems and Training",21,27
615,1160,12,ITEM 12. Territory,28,30
616,1160,13,ITEM 13. Trademarks,30,31
617,1160,14,"ITEM 14. Patents, Copyrights and Proprietary Information",31,32
618,1160,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,32,33
619,1160,16,ITEM 16. Restrictions On What The Franchisee May Sell,34,34
620,1160,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution THE FRANCHISE RELATIONSHIP",34,40
621,1160,18,ITEM 18 PUBLIC FIGURES,40,40
622,1160,19,ITEM 19 FINANCIAL PERFORMANCE REPRESENTATIONS,40,42
623,1160,20,ITEM 20 OUTLETS AND FRANCHISEE INFORMATION,43,46
624,1160,21,ITEM 21 FINANCIAL STATEMENTS,47,47
625,1160,22,ITEM 22 CONTRACTS,47,47
626,1160,23,ITEM 23 RECEIPTS,47,47
627,1040,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
628,1040,2,ITEM 2. Business Experience,10,11
629,1040,3,ITEM 3. Litigation,11,16
630,1040,4,ITEM 4. Bankruptcy,16,16
631,1040,5,ITEM 5. Initial Franchise Fee,16,17
632,1040,6,ITEM 6. Other Fees,17,19
633,1040,7,ITEM 7. Initial Investment,19,21
634,1040,8,ITEM 8. Restrictions On Sources Of Products And Services,21,23
635,1040,9,ITEM 9. Franchisee's Obligations,23,24
636,1040,10,ITEM 10. Financing,24,24
637,1040,11,ITEM 11. Franchisor's Obligations,24,35
638,1040,12,ITEM 12. Territory,35,36
639,1040,13,ITEM 13. Trademarks,36,37
640,1040,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,38
641,1040,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,38,39
642,1040,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,39
643,1040,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",39,42
644,1040,18,ITEM 18. Public Figures,43,43
645,1040,19,ITEM 19. Financial Performance Representations,43,45
646,1040,20,ITEM 20. List Of Outlets,46,51
647,1040,21,ITEM 21. Financial Statements,51,51
648,1040,22,ITEM 22. Contracts,51,51
649,1040,23,ITEM 23. Receipt,51,51
650,371,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
651,371,2,ITEM 2. Business Experience,10,10
652,371,3,ITEM 3. Litigation,10,10
653,371,4,ITEM 4. Bankruptcy,10,10
654,371,5,ITEM 5. Initial Franchise Fee,10,11
655,371,6,ITEM 6. Other Fees,12,15
656,371,7,ITEM 7. Initial Investment,16,22
657,371,8,ITEM 8. Restrictions On Sources Of Products And Services,23,26
658,371,9,ITEM 9. Franchisee's Obligations,27,28
659,371,10,ITEM 10. Financing,28,28
660,371,11,"ITEM 11. Franchisor's Assistance, Advertising, Computer Systems and Training",28,34
661,371,12,ITEM 12. Territory,35,36
662,371,13,ITEM 13. Trademarks,37,38
663,371,14,"ITEM 14. Patents, Copyrights and Proprietary Information",38,38
664,371,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,39,39
665,371,16,ITEM 16. Restrictions On What The Franchisee May Sell,39,39
666,371,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",41,45
667,371,18,ITEM 18. Public Figures,48,48
668,371,19,ITEM 19. Financial Performance Representations,49,51
669,371,20,ITEM 20. List Of Outlets,52,54
670,371,21,ITEM 21. Financial Statements,54,54
671,371,22,ITEM 22. Contracts,55,55
672,371,23,ITEM 23. Receipt,55,55
673,491,1,"ITEM 1. THE FRANCHISOR, AND ANY PARENTS, PREDECESSORS AND AFFILIATES",5,5
674,491,2,ITEM 2. PERSONAL AND BUSINESS EXPERIENCE,5,5
675,491,3,ITEM 3. LITIGATION,5,5
676,491,4,ITEM 4. BANKRUPTCY,6,6
677,491,5,ITEM 5. INITIAL FEES,6,6
678,491,6,ITEM 6. OTHER FEES,6,7
679,491,7,ITEM 7. ESTIMATED INITIAL INVESTMENT,7,8
680,491,8,ITEM 8. RESTRICTIONS ON SOURCES OF PRODUCTS AND SERVICES,8,9
681,491,9,ITEM 9. FRANCHISEE'S OBLIGATIONS,9,10
682,491,10,ITEM 10. FINANCING,10,10
683,491,11,"ITEM 11. FRANCHISOR'S ASSISTANCE, ADVERTISING, COMPUTER SYSTEMS AND TRAINING",10,11
684,491,12,ITEM 12. TERRITORY,11,11
685,491,13,ITEM 13. TRADEMARKS,11,11
686,491,14,"ITEM 14. PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",11,12
687,491,15,ITEM 15. OBLIGATION TO PARTICIPATE IN THE OPERATION OF THE FRANCHISED BUSINESS,12,12
688,491,16,ITEM 16. RESTRICTIONS ON WHAT THE FRANCHISEE MAY SELL,12,13
689,491,17,"ITEM 17. RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION",13,13
690,491,18,ITEM 18. PUBLIC FIGURES,13,13
691,491,19,ITEM 19. FINANCIAL PERFORMANCE REPRESENTATIONS,13,14
692,491,20,ITEM 20. OUTLETS AND FRANCHISEE INFORMATION,15,15
693,491,21,ITEM 21. FINANCIAL STATEMENTS,15,15
694,491,22,ITEM 22. CONTRACTS,15,15
695,491,23,ITEM 23. RECEIPT,15,15
696,416,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,9
697,416,2,ITEM 2. Business Experience,9,9
698,416,3,ITEM 3. Litigation,9,9
699,416,4,ITEM 4. Bankruptcy,9,9
700,416,5,ITEM 5. Initial Franchise Fee,10,10
701,416,6,ITEM 6. Other Fees,10,15
702,416,7,ITEM 7. Initial Investment,15,17
703,416,8,ITEM 8. Restrictions On Sources Of Products And Services,17,19
704,416,9,ITEM 9. Franchisee's Obligations,19,20
705,416,10,ITEM 10. Financing,20,20
706,416,11,ITEM 11. Franchisor's Obligations,20,28
707,416,12,ITEM 12. Territory,28,29
708,416,13,ITEM 13. Trademarks,29,31
709,416,14,"ITEM 14. Patents, Copyrights and Proprietary Information",31,32
710,416,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,32,33
711,416,16,ITEM 16. Restrictions On What The Franchisee May Sell,33,33
712,416,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",33,36
713,416,18,ITEM 18. Public Figures,36,36
714,416,19,ITEM 19. Financial Performance Representations,36,39
715,416,20,ITEM 20. List Of Outlets,39,45
716,416,21,ITEM 21. Financial Statements,45,45
717,416,22,ITEM 22. Contracts,45,45
718,416,23,ITEM 23. Receipt,45,45
719,450,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,8
720,450,2,ITEM 2. Business Experience,9,9
721,450,3,ITEM 3. Litigation,10,10
722,450,4,ITEM 4. Bankruptcy,10,10
723,450,5,ITEM 5. Initial Franchise Fee,10,11
724,450,6,ITEM 6. Other Fees,11,17
725,450,7,ITEM 7. Initial Investment,17,22
726,450,8,ITEM 8. Restrictions On Sources Of Products And Services,23,25
727,450,9,ITEM 9. Franchisee's Obligations,25,27
728,450,10,ITEM 10. Financing,27,27
729,450,11,ITEM 11. Franchisor's Obligations,27,34
730,450,12,ITEM 12. Territory,34,36
731,450,13,ITEM 13. Trademarks,36,39
732,450,14,"ITEM 14. Patents, Copyrights and Proprietary Information",39,40
733,450,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,40,41
734,450,16,ITEM 16. Restrictions On What The Franchisee May Sell,41,41
735,450,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",41,49
736,450,18,ITEM 18. Public Figures,49,49
737,450,19,ITEM 19. Financial Performance Representations,50,52
738,450,20,ITEM 20. List Of Outlets,53,55
739,450,21,ITEM 21. Financial Statements,56,56
740,450,22,ITEM 22. Contracts,56,56
741,450,23,ITEM 23. Receipt,56,56
742,846,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
743,846,2,ITEM 2. Business Experience,9,11
744,846,3,ITEM 3. Litigation,12,14
745,846,4,ITEM 4. Bankruptcy,14,14
746,846,5,ITEM 5. Initial Franchise Fee,14,15
747,846,6,ITEM 6. Other Fees,16,21
748,846,7,ITEM 7. Initial Investment,24,29
749,846,8,ITEM 8. Restrictions On Sources Of Products And Services,29,34
750,846,9,ITEM 9. Franchisee's Obligations,34,36
751,846,10,ITEM 10. Financing,36,36
752,846,11,ITEM 11. Franchisor's Obligations,36,42
753,846,12,ITEM 12. Territory,48,51
754,846,13,ITEM 13. Trademarks,51,53
755,846,14,"ITEM 14. Patents, Copyrights and Proprietary Information",54,55
756,846,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,55,56
757,846,16,ITEM 16. Restrictions On What The Franchisee May Sell,56,57
758,846,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",57,62
759,846,18,ITEM 18. Public Figures,65,65
760,846,19,ITEM 19. Financial Performance Representations,65,66
761,846,20,ITEM 20. List Of Outlets,66,70
762,846,21,ITEM 21. Financial Statements,70,70
763,846,22,ITEM 22. Contracts,70,70
764,846,23,ITEM 23. Receipt,70,70
765,181,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
766,181,2,ITEM 2. Business Experience,9,9
767,181,3,ITEM 3. Litigation,9,14
768,181,4,ITEM 4. Bankruptcy,14,14
769,181,5,ITEM 5. Initial Franchise Fee,14,15
770,181,6,ITEM 6 OTHER FEES,15,21
771,181,7,ITEM 7 ESTIMATED INITIAL INVESTMENT,21,24
772,181,8,ITEM 8 RESTRICTIONS ON SOURCES OF PRODUCTS AND SERVICES,24,28
773,181,9,ITEM 9 FRANCHISEE'S OBLIGATIONS,28,29
774,181,10,ITEM 10 FINANCING,29,30
775,181,11,ITEM 11 FRANCHISOR'S OBLIGATIONS,30,36
776,181,12,ITEM 12 TERRITORY,36,39
777,181,13,ITEM 13 TRADEMARKS,39,40
778,181,14,"ITEM 14PATENTS, COPYRIGHTS AND PROPRIETARY INFORMATION",40,41
779,181,15,ITEM 15OBLIGATION TO PARTICIPATE IN THE ACTUALOPERATION OF THE FRANCHISE BUSINESS,41,41
780,181,16,ITEM 16 RESTRICTIONS ON PRODUCTS AND SERVICES SOLD,41,42
781,181,17,"ITEM 17 RENEWAL, TERMINATION, TRANSFER AND DISPUTE RESOLUTION",42,46
782,181,18,ITEM 18 PUBLIC FIGURES,46,46
783,181,19,ITEM 19 FINANCIAL PERFORMANCE REPRESENTATIONS,46,47
784,181,20,ITEM 20 OUTLETS AND FRANCHISEE INFORMATION,47,48
785,181,21,ITEM 21 FINANCIAL STATEMENTS,48,49
786,181,22,ITEM 22 CONTRACTS,48,49
787,181,23,ITEM 23 RECEIPTS,49,50
788,544,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",8,11
789,544,2,ITEM 2. Business Experience,11,12
790,544,3,ITEM 3. Litigation,12,13
791,544,4,ITEM 4. Bankruptcy,13,13
792,544,5,ITEM 5. Initial Franchise Fee,13,14
793,544,6,ITEM 6. Other Fees,14,18
794,544,7,ITEM 7. Initial Investment,19,22
795,544,8,ITEM 8. Restrictions On Sources Of Products And Services,22,24
796,544,9,ITEM 9. Franchisee's Obligations,24,26
797,544,10,ITEM 10. Financing,26,26
798,544,11,ITEM 11. Franchisor's Obligations,26,33
799,544,12,ITEM 12. Territory,38,40
800,544,13,ITEM 13. Trademarks,40,43
801,544,14,"ITEM 14. Patents, Copyrights and Proprietary Information",43,43
802,544,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,44,44
803,544,16,ITEM 16. Restrictions On What The Franchisee May Sell,44,44
804,544,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",45,50
805,544,18,ITEM 18. Public Figures,50,50
806,544,19,ITEM 19. Financial Performance Representations,50,59
807,544,20,ITEM 20. List Of Outlets,59,66
808,544,21,ITEM 21. Financial Statements,66,66
809,544,22,ITEM 22. Contracts,66,66
810,544,23,ITEM 23. Receipt,66,66
811,336,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",7,9
812,336,2,ITEM 2. Business Experience,9,10
813,336,3,ITEM 3. Litigation,10,12
814,336,4,ITEM 4. Bankruptcy,12,12
815,336,5,ITEM 5. Initial Franchise Fee,12,13
816,336,6,ITEM 6. Other Fees,13,20
817,336,7,ITEM 7. Initial Investment,20,22
818,336,8,ITEM 8. Restrictions On Sources Of Products And Services,22,23
819,336,9,ITEM 9. Franchisee's Obligations,23,24
820,336,10,ITEM 10. Financing,24,25
821,336,11,ITEM 11. Franchisor's Obligations,25,32
822,336,12,ITEM 12. Territory,33,35
823,336,13,ITEM 13. Trademarks,35,37
824,336,14,"ITEM 14. Patents, Copyrights and Proprietary Information",37,37
825,336,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,37,38
826,336,16,ITEM 16. Restrictions On What The Franchisee May Sell,38,38
827,336,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",38,41
828,336,18,ITEM 18. Public Figures,42,42
829,336,19,ITEM 19. Financial Performance Representations,42,42
830,336,20,ITEM 20. List Of Outlets,42,47
831,336,21,ITEM 21. Financial Statements,47,47
832,336,22,ITEM 22. Contracts,47,47
833,336,23,ITEM 23. Receipt,48,48
834,422,1,"ITEM 1. The Franchisor, its Predecessors, and its Affiliates",9,10
835,422,2,ITEM 2. Business Experience,11,11
836,422,3,ITEM 3. Litigation,11,11
837,422,4,ITEM 4. Bankruptcy,11,11
838,422,5,ITEM 5. Initial Franchise Fee,11,12
839,422,6,ITEM 6. Other Fees,12,15
840,422,7,ITEM 7. Initial Investment,16,18
841,422,8,ITEM 8. Restrictions On Sources Of Products And Services,18,21
842,422,9,ITEM 9. Franchisee's Obligations,22,22
843,422,10,ITEM 10. Financing,22,22
844,422,11,ITEM 11. Franchisor's Obligations,22,29
845,422,12,ITEM 12. Territory,29,30
846,422,13,ITEM 13. Trademarks,30,31
847,422,14,"ITEM 14. Patents, Copyrights and Proprietary Information",31,31
848,422,15,ITEM 15. Obligation To Participate In The Actual Operation Of The Franchise Business,31,31
849,422,16,ITEM 16. Restrictions On What The Franchisee May Sell,31,32
850,422,17,"ITEM 17. Renewal, Termination, Transfer And Dispute Resolution",32,34
