exhibit_id,fdd_id,identified_exhibit_letter,identified_title,start_page,end_page
469,200,H,STATE SPECIFIC ADDENDA,208,221
470,200,I,STATE EFFECTIVE DATES,240,240
471,200,J,RECEIPTS,242,243
472,694,F,List of Franchisees,126,127
473,569,G,LIST OF FRANCHISEES,147,148
474,909,G,List of Current and Former Franchisees,196,198
475,583,F,"Franchisees as of December 31, 2023",4,4
476,865,I,List of State Administrators/Agents for Service of Process,5,5
477,865,I,List of State Administrators/Agents for Service of Process,221,223
478,1094,F,LIST OF FRANCHISEES,190,190
479,1094,G,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,192,192
480,873,D,List of Franchise Owners,44,44
481,222,M,List of Meineke Franchisees and List of Meineke Franchisees Who Have Left the System,82,82
482,471,E,LIST OF FRANCHISES,145,147
483,382,I,List of Franchisees,72,72
484,449,H,Current and Former Franchisees,107,107
485,753,K,LIST OF FRANCHISEES,311,317
486,1142,E,Franchisee Listing / Departing Franchisees,7,79
487,1118,D,List of Franchisees,48,48
488,1118,E,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,128,128
489,1118,F,TABLE OF CONTENTS OF OPERATIONS MANUAL,129,129
490,1118,G,FINANCIAL STATEMENTS,130,138
491,1118,H,GENERAL RELEASE,141,142
492,1118,I,SALE OF ASSETS PURCHASE AGREEMENT,143,154
493,1118,J,STATE EFFECTIVE DATES,155,155
494,432,E,LIST OF CURRENT FRANCHISES,158,158
495,269,B,"Names, Addresses and Telephone Numbers of all Yogi Bearâs Jellystone Park Camp-Resort Franchises under Franchise Agreements with CJS as of December 31, 2023; List of Franchisees Who Have Left the System in the Past Fiscal Year",65,74
496,859,K,List of Franchisees,6,6
497,263,E,Lists of Current and Former Regional Developers,149,150
498,870,G,List of Current and Former Franchisees,4,4
499,870,G,List of Current and Former Franchisees,159,162
500,171,A,LIST OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,70,72
501,171,B,Financial Statements,73,119
502,171,F-1,"List of Franchisees with Unprotected Territory As of December 31, 2023",205,206
503,171,F-2,"List of Franchisees with Protected Territory (As of December 31, 2023)",207,210
504,171,F-3,"List of Authorized Dealers (As of December 31, 2023)",211,212
505,171,F-4,"List of Franchisees Who Had Outlets That Were Terminated, Canceled, Not Renewed, or Ceased to do Business",213,213
506,1016,B,LIST OF FRANCHISEES AND FRANCHISEES WHO HAVE LEFT THE SYSTEM,68,73
507,722,E,Lists of Current and Former Hotel Owners,156,160
508,692,B,List of Region's Active Unit Franchisees,76,76
509,692,C,List of Region's Former Franchisees.,77,77
510,601,F,List of Current Franchisees,197,199
511,601,G,"VPC PIZZA FRANCHISE, LLC LIST OF FORMER FRANCHISEES",200,201
512,762,B,LIST OF FRANCHISEES,88,92
513,953,E,List of Current and Former Franchisees,181,181
514,1276,D,LIST OF FRANCHISEES,181,187
515,184,A,STATE SPECIFIC ADDENDUM,61,77
516,184,B,LIST OF STATE ADMINISTRATORS,78,79
517,184,C,LIST OF AGENTS FOR SERVICE OF PROCESS,80,81
518,184,D,FRANCHISE AGREEMENT,82,164
519,184,E,FORM OF GENERAL RELEASE,165,167
520,184,F,FRANCHISE OPERATIONS MANUAL,35,35
521,184,G,LICENSEE ROSTER,230,232
522,184,H,FINANCIAL STATEMENTS,233,241
523,184,I,STATE EFFECTIVE DATES,248,248
524,184,J,RECEIPT,249,251
525,144,F,LIST OF FRANCHISEES,198,199
526,144,G,List of Franchisees that Have Left the System,200,200
527,1331,G,List of Former Franchisees,192,192
528,1205,F,List of Current Franchisees and Former Franchisees,177,179
529,374,D,LIST OF STATE AGENCIES/AGENTS FOR SERVICE OF PROCESS,166,167
530,1231,D,List of Franchisees and Franchisees Who Have Left the System,141,148
531,328,F,EXISTING FRANCHISEES,139,146
532,1284,D,Current Franchisee Information,61,63
533,1284,E,Former Franchisee Information,64,64
534,274,G,List of Franchisees and Franchisees That Have Left the System in the Past Fiscal Year,179,180
535,928,N,List of Current Franchisees,270,273
536,928,O,FRANCHISEES WHO HAVE LEFT THE SYSTEM,274,275
537,1169,F-1,LIST OF FRANCHISEES,189,189
538,786,D,LIST OF CURRENT FRANCHISEES AND THOSE WHO HAVE LEFT THE SYSTEM,156,157
539,844,F,LIST OF FRANCHISEES,197,197
540,844,F-1,LIST OF FORMER FRANCHISEES,210,210
541,844,A,FINANCIAL STATEMENTS,68,70
542,844,B,FRANCHISE AGREEMENT,105,105
543,844,C,STATE ADDENDA,172,172
544,844,D,STATE ADMINISTRATORS & AGENTS FOR SERVICE OF PROCESS,194,195
545,844,E,TABLE OF CONTENTS FOR BRAND STANDARDS MANUAL,196,196
546,844,G,STATE EFFECTIVE DATES PAGE,211,211
547,844,H,RECEIPTS,212,212
548,1106,H,LIST OF FRANCHISEES AND THEIR OUTLETS,194,196
549,1106,I,LIST OF FRANCHISEES WHO CEASED TO DO BUSINESS UNDER THE FRANCHISE AGREEMENT,197,198
550,1021,D,List of Current Franchisees,164,166
551,1307,C,List of Existing Franchisees,83,85
552,919,B,List of Current Franchisees,62,63
553,1270,C,Franchisees,48,51
554,1270,D,Former Franchisees,5,5
555,1270,G,Agencies/Agents for Service of Process,5,5
556,1270,H,Affiliate Product Line Addendum,5,5
557,1270,I,Sample Consent to Transfer and Termination and Release Agreement,5,5
558,1270,J,Sysco Application and Agreement,5,5
559,1270,K,Worldpay Contract,5,5
560,1270,L,State Addenda,5,5
561,1270,M,Franchisee Questionnaire,5,5
562,1270,N,State Effective Dates,5,5
563,1270,O,Receipts,5,5
564,799,G,List of Current and Former Franchisees.,7,7
565,799,G,List of Current and Former Franchisees,98,98
566,1188,E,List of Current and Former Brightway Locations,226,238
567,663,A,Financial Statements,60,76
568,663,B,Franchise Agreement,78,151
569,663,C,Kekeâs Development Agreement,165,195
570,663,D,Confidentiality Agreement,196,198
571,663,E,Purchase Agreement,199,211
572,663,F,Sublease,212,230
573,663,G,List of Franchisees and Franchisees Who Have Left the System,231,232
574,663,H,Table of Contents of Confidential Operations Manual,233,237
575,663,I,State-Specific Addenda,238,290
576,663,J,List of State Administrators/Agents for Service of Process,290,294
577,663,K,Receipts,291,297
578,495,F,LIST OF CURRENT AND FORMER FRANCHISEES,200,206
579,1226,E-2,LIST OF FORMER FRANCHISEES,6,141
580,1226,E-1,LIST OF CURRENT FRANCHISEES,6,140
581,1226,A,FRANCHISE AGREEMENT,6,66
582,1226,B,RELEASE,6,128
583,1226,C,LIST OF STATE ADMINISTRATORS,2,131
584,1226,D,AGENTS FOR SERVICE OF PROCESS,8,133
585,1226,F,FINANCIAL STATEMENTS,1,142
586,1226,G,STATE ADDENDA TO THE DISCLOSURE DOCUMENT,7,176
587,1226,H,FRANCHISE DISCLOSURE ACKNOWLEDGEMENT,7,191
588,1226,I,DEPOSIT AGREEMENT,7,194
589,1226,J,STATE EFFECTIVE DATES,7,199
590,1226,K,RECEIPT,7,200
591,1114,F,List of Current and Former Franchisees,6,6
592,358,B,List of Franchisees and Former Franchisees.,135,139
593,626,A,Financial Statements,58,80
594,626,A,ANNUAL AUDIT REPORT,74,80
595,626,B,Franchise Agreement,88,144
596,626,C,NONDISCLOSURE AND NON-COMPETITION AGREEMENT,147,150
597,626,D,Lists of Current and Former Franchisees,45,47
598,626,D,Lists of Current and Former Franchisees,176,179
599,626,E,State Addenda to Disclosure Document,180,191
600,626,F,SAMPLE FORM OF GENERAL RELEASE,192,194
601,626,G,Operations Manual Table of Contents,196,197
602,626,H,State Effective Dates,198,198
603,626,I,Franchisee Questionnaire,199,202
604,626,J,Receipts,203,205
605,1002,D,List of Franchisees.,1,220
606,684,I,LIST OF FRANCHISEES THAT LEFT THE SYSTEM IN THE PAST YEAR,198,199
607,684,H,"LIST OF CURRENT FRANCHISEES AND, IF APPROPRIATE, THEIR OUTLETS",198,199
608,684,A,FORM OF FRANCHISE AGREEMENT AND EXHIBITS,70,123
609,684,B,LIST OF STATE AGENTS FOR SERVICE OF PROCESS AND STATE ADMINISTRATORS,125,127
610,684,C,FINANCIAL STATEMENTS,129,141
611,684,D,GUARANTY OF PERFORMANCE,143,143
612,684,E,STATEMENT OF PROSPECTIVE FRANCHISEE,144,147
613,684,F,FORM OF GENERAL RELEASE,150,151
614,684,G,STATE SPECIFIC ADDENDA,152,196
615,684,J,FORM OF AREA DEVELOPMENT AGREEMENT,203,222
616,684,K,MANAGEMENT SERVICES AGREEMENT,226,244
617,684,L,RECEIPTS,254,255
618,927,A,List of State Administrators and Agents for Service of Process,71,72
619,927,B,Financial Statements,73,90
620,927,B,FINANCIAL STATEMENTS,91,112
621,927,C,Franchise Agreement,130,132
622,927,C,FRANCHISE AGREEMENT,133,184
623,927,D,Area Development Agreement,197,198
624,927,D,"MEDI-WEIGHTLOSS FRANCHISING USA, LLC AREA DEVELOPMENT AGREEMENT",200,211
625,927,E,LIST OF CURRENT AND FORMER FRANCHISEES AND AREA DEVELOPERS,217,223
626,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,224,224
627,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,225,225
628,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,226,226
629,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,227,227
630,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,229,229
631,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,231,231
632,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,232,233
633,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,236,236
634,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,238,238
635,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,239,244
636,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,245,245
637,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,246,247
638,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,248,248
639,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,249,249
640,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,250,251
641,927,F,FRANCHISE OPERATIONS MANUAL TABLES OF CONTENTS,252,253
642,927,G,State Addenda and Agreement Riders,255,255
643,927,G,STATE ADDENDA AND AGREEMENT RIDERS,256,273
644,927,H,Contracts for use with the Medi-Weightloss Franchise,274,274
645,927,H,CONTRACTS FOR USE WITH THE MEDI-WEIGHTLOSS FRANCHISE,275,371
646,927,I,Franchise Disclosure Questionnaire,383,385
647,927,J,State Effective Dates,386,387
648,927,K,RECEIPTS,388,390
649,714,A,List of State Agencies and Agents for Service of Process,81,83
1132,456,K,Receipts,196,198
650,714,B,Franchise Agreement (with Attachments A-H including Acknowledgement Addendum),85,170
651,714,C,Financial Statements,188,207
652,714,D,Operations Manual Table of Contents,209,213
653,714,E,List of Franchisees and Former Franchisees,214,230
654,714,F,State-Specific Addenda to the Disclosure Document,231,247
655,714,G,Release of Claims and Indemnification Agreement,248,251
656,714,H,Multi-Unit Development Agreement,252,269
657,714,I,Lease Addendum,277,287
658,714,J,Right of First Refusal and Option Agreement,288,292
659,714,K,Leaseback Agreement,293,309
660,714,L,ACH Form,310,311
661,714,M,State Effective Dates Page,312,313
662,714,N,Receipts,314,318
663,174,E,List of Current Franchisees,99,100
664,174,F,FORMER FRANCHISEES,101,101
665,174,G,Financial Statements,102,115
666,174,H,TABLE OF CONTENTS OF OPERATIONS MANUAL,126,130
667,174,I,STATE EFFECTIVE DATES,131,131
668,174,J,RECEIPT,132,135
669,750,H,List of Current and Former Franchisees,147,150
670,1244,I,Current and Former Franchisees,161,168
671,291,G,LIST OF FRANCHISEES,208,210
672,312,A,FINANCIAL STATEMENTS,56,71
673,312,B,LIST OF STATE ADMINISTRATORS AND AGENTS FOR SERVICE OF PROCESS,90,90
674,312,C,LIST OF CURRENT FRANCHISEES,91,91
675,312,D,BRAND STANDARDS MANUAL TABLE OF CONTENTS,92,94
676,312,E,FRANCHISE AGREEMENT WITH ATTACHMENTS,99,100
677,312,F,DEVELOPMENT AGREEMENT WITH ATTACHMENTS,171,172
678,312,G,FRANCHISEE COMPLIANCE QUESTIONNAIRE,184,184
679,312,H,STATE-SPECIFIC ADDENDA,189,189
680,312,I,STATE EFFECTIVE DATES,207,207
681,220,E,Exhibit E â List of Active Franchise Owners,4,278
682,220,I,Exhibit I â State Specific Addenda,5,309
683,1208,F,List of Franchisees,189,197
684,1208,G,LIST OF FRANCHISEES WHO HAVE LEFT THE SLIM CHICKENS SYSTEM,198,198
685,869,F,LIST OF CURRENT AND FORMER FRANCHISEES,61,73
686,1289,E,LIST OF FRANCHISEES,95,97
687,399,G,List of Open Franchises,177,177
688,1268,B,List of Franchisees,60,60
689,349,I,LIST OF FRANCHISE OWNERS/FORMER FRANCHISE OWNERS,179,183
690,227,E,LIST OF FRANCHISEES,114,124
691,1092,D,List of Franchisees and Former Franchisees,163,163
692,1001,B,List of The Great Frame Up Franchisees,57,60
693,867,D,List of Franchise Outlets,4,4
694,1272,F,LIST OF OPERATIONAL FRANCHISEES,289,311
695,273,I,List of Franchisees and Multiple Unit Developers Who Have Left the Syste,7,7
696,273,I,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,354,355
697,1308,A,Area Development Agreement,5,5
698,1308,B,Franchise Agreement,5,5
699,1308,C,Operations Manual Table of Contents,5,5
700,1308,D,Financial Statements,5,5
701,1308,E,List of State Administrators and Agents for Service of Process,5,5
702,1308,F,State Specific Addenda,5,5
703,1308,G,List of Franchisees,5,5
704,1308,G,List of Franchisees,5,5
705,1308,H,General Release,5,5
706,1308,I,Training Participation and Nondisclosure Agreement,5,5
707,1308,J,Franchisee Certification Form,5,5
708,1308,K,Asset Purchase Agreement,5,5
709,1308,L,Letter of Intent,5,5
710,1308,M,Resale Addendum to Franchise Agreement,5,5
711,1308,N,Non-Traditional Facility Addendum to Franchise Agreement,5,5
712,1308,O,State Effective Dates,5,5
713,1308,P,Receipts,5,5
714,1308,G,List of Franchisees,5,5
715,1317,F.1,List of Active Studios,163,180
716,1317,F.2,List of Inactive Studios,189,191
717,489,F,"Franchisees as of December 31, 2023",4,183
718,1129,E,List of Franchises,53,53
719,719,D,List of Franchised Locations,38,38
720,1201,I,LIST OF FRANCHISEES,7,7
721,1011,I,Receipt of Disclosure Document,136,138
722,825,D,List of Franchisees,178,187
723,995,E,LIST OF CURRENT AND FORMER FRANCHISEES,209,212
724,1320,I,List of Franchisees,4,4
725,743,A,Financial Statements,42,63
726,743,B,Franchise Agreement,64,113
727,743,B-1,Franchise Application,119,122
728,743,C,Area Development Agreement,123,134
729,743,D,List of State Administrators and Agents for Service of Process,135,139
730,743,E,State Addenda,140,151
731,743,F-1,List of Active Franchisees,152,162
732,743,F-2,List of Company-Owned Locations.,163,163
733,743,G,List of Franchisees Who Have Left the System,164,164
734,743,H,Table of Contents of System Manual.,165,166
735,743,I,Sample Renewal Addendum,167,171
736,743,J,Sample General Release,172,174
737,743,K,Electronic Debit Authorization.,175,176
738,743,L,State Effective Dates,177,178
739,743,M,Receipts,179,181
740,398,A,List of Franchisees,69,89
741,948,M,"List of Franchised Businesses, Developers, and Former Franchisees",6,6
742,782,M,"List of Franchised Businesses, Developers, and Former Franchisees",6,6
743,948,M,LIST OF OUTLETS,281,283
744,782,M,LIST OF OUTLETS,281,283
745,699,A,List of State Administrators and Agents for Service of Process,41,42
746,699,B,Franchise Agreement,43,82
747,699,C,List of Current and Former Franchisees,92,99
748,699,D,Financial Statements,100,115
749,699,E,State Addenda and Agreement Riders,116,133
750,699,F,Franchise Operations Manual Table of Contents,134,134
751,699,G,Contracts for use with the Drama Kids Franchise,135,147
752,699,H,State Effective Dates,150,151
753,699,I,Receipt,152,154
754,207,G,LIST OF FRANCHISEES,7,7
755,207,H,LIST OF FRANCHISEES WHO HAVE LEFT THE SYSTEM,7,7
756,243,E,List of Franchisees,153,153
757,243,F,List of Franchisees Who Have Left the System,154,154
758,1049,D,List of Current and Former Franchisees,131,131
759,183,G,List of Current and Former Franchisees,185,197
760,1326,B,List of Franchisees and Area Developers,58,58
761,856,F,"Franchisees as of December 31, 2023",81,166
762,1110,E,List Of Franchisees,154,161
763,242,C,Schedule of Franchisees,64,66
764,1150,C,Franchisee Information,74,86
765,885,I,Names and Addresses of Franchisees,183,189
766,759,D,CURRENT FRANCHISEE INFORMATION,176,176
767,586,D1,List of Franchisees,232,239
768,321,D,Franchisee List,58,59
769,188,I,CURRENT FRANCHISEES,353,387
770,757,D,LIST OF OUTLETS,58,59
771,1314,D,List of Franchisees,6,6
772,1314,D,List of Franchisees,54,54
773,1038,E,List of Franchisees.,7,7
774,1038,E,"LIST OF FRANCHISEES (as of February 29, 2024)",208,213
775,877,G,LIST OF LUSH LAWNÂ® OUTLETS,58,58
776,1316,E,List of Franchisees and Franchisees Who Have Left the System,137,142
777,266,F,LIST OF FRANCHISEES,92,99
778,1360,C,"Kumon Franchisees as of December 31, 2023",55,58
779,1360,D,"Franchisees Who Left the System During the Fiscal Year Ending December 31, 2023",59,60
780,1360,E,Agents for Service of Process,61,61
781,1360,F,State Administrators,62,62
782,1360,I,Receipts,63,63
783,777,C,LIST OF CURRENT AND FORMER FRANCHISEES,63,63
784,1267,H,List of Franchisees,6,6
785,1248,F,List of Current Franchisees,4,195
786,843,E-1,"List of Facilities in the United States as of December 31, 2023",9,9
787,843,E-1,"BAYMONT FRANCHISE SYSTEMS, INC.US OPEN AND OPERATING FACILITIESAS OF 12/31/2023",445,458
788,843,E-2,"List of Facilities in the United States that Voluntarily or Involuntarily left the Baymont System from January 1, 2023 to December 31, 2023 or that did not communicate with us during the ten-week period preceding the date of the Disclosure Document",9,9
789,843,E-2,"BAYMONT FRANCHISE SYSTEMS, INC. GUEST LODGING FACILITIES WHICH VOLUNTARILY OR INVOLUNTARILY LEFT THE CHAIN FROM 01/01/2023 TO 12/31/2023",463,463
790,962,C,List of Franchisees,4,4
791,962,C,LIST OF PLAY STREET MUSEUM FRANCHISEES AND AREA DEVELOPERS,142,143
792,841,A,Financial Statements,44,65
793,841,B,Franchise Agreement and Exhibits,86,130
794,841,C,Table of Contents for the Manual,147,149
795,841,D,State Agency Exhibit,150,151
796,841,E,State Addenda (including Form Release of Claims),152,164
797,841,F,List of Franchisees,165,169
798,841,G,Development Agreement,170,190
799,841,H,State Effective Dates and Receipts,201,204
800,946,B,LIST OF OPERATIONAL FRANCHISEES,118,121
801,946,C,LIST OF DISCONTINUED FRANCHISEES,122,124
802,461,L,CURRENT FRANCHISEES,49,49
803,1246,D1,List of Franchisees,239,244
804,1246,D2,FRANCHISEES WHO LEFT SYSTEM DURING LAST FISCAL YEAR,245,245
805,691,J,List of Just Love Coffee & Cafe Franchisees,300,307
806,618,A,Financial Statements,88,89
807,618,B,Franchise Agreement,90,143
808,618,C-1,Area Development Agreement (Traditional Franchisee),175,179
809,618,C-2,Area Development Agreement (Ultra Franchisee),180,183
810,618,D,Franchise Directory,184,197
811,618,E,Operations Manuals' Tables of Contents,199,279
812,618,F,Acceptance and Assumption of Obligations,280,282
813,618,G,List of State Agencies/Agents for Service of Process,283,285
814,618,H,List of Franchisees Who Left the System,286,287
815,618,I,Renewal Addendum,288,292
816,618,J,Traditional and Legacy Royalty Fee Addendum,293,300
817,618,K,Veteran Discount Addendum,301,302
818,618,L,State Addenda and Agreement Riders,303,331
819,618,M,Receipts,332,334
820,584,F,List of Area Representatives,6,6
821,584,F,List of Area Representatives,151,153
822,584,G,Area Representatives Who Have Left the System,6,6
